,node_idx,AirportID,Airline,Stops,DestAirportID,SourceAirportID,DestSourceRatio,Country
2091,2091,4130,12.0,0.0,14.0,14.0,1.0,Iraq
2092,2092,4131,2.0,0.0,2.0,2.0,1.0,Thailand
2093,2093,4132,1.0,0.0,1.0,1.0,1.0,Thailand
2094,2094,4133,1.0,0.0,1.0,1.0,1.0,Thailand
2095,2095,4135,1.0,0.0,1.0,1.0,1.0,Thailand
2096,2096,4140,7.0,0.0,13.0,13.0,1.0,Philippines
2097,2097,4141,2.0,0.0,6.0,6.0,1.0,Malaysia
2098,2098,4142,1.0,0.0,1.0,1.0,1.0,Laos
2099,2099,4143,1.0,0.0,1.0,1.0,1.0,Laos
2100,2100,4144,29.0,0.0,136.0,136.0,1.0,China
2101,2101,4145,3.0,0.0,6.0,6.0,1.0,
2102,2102,4147,1.0,0.0,2.0,2.0,1.0,United States
2103,2103,4148,4.0,0.0,9.0,9.0,1.0,China
2104,2104,4149,8.0,0.0,20.0,20.0,1.0,China
2105,2105,4153,2.0,0.0,5.0,5.0,1.0,Vietnam
2106,2106,4154,1.0,0.0,2.0,2.0,1.0,
2107,2107,4155,1.0,0.0,1.0,1.0,1.0,Vietnam
2108,2108,4156,1.0,0.0,1.0,1.0,1.0,Vietnam
2109,2109,4157,1.0,0.0,2.0,2.0,1.0,Vietnam
2110,2110,4158,1.0,0.0,2.0,2.0,1.0,Vietnam
2111,2111,4159,1.0,0.0,1.0,1.0,1.0,Thailand
2112,2112,4160,1.0,0.0,1.0,1.0,1.0,Croatia
2113,2113,4161,10.0,0.0,17.0,21.0,0.8095238095238095,Cameroon
2114,2114,4162,12.0,0.0,18.0,18.0,1.0,Guinea
2115,2115,4166,5.0,0.0,20.0,20.0,1.0,Germany
2116,2116,4167,3.0,0.0,49.0,48.0,1.0208333333333333,United States
2117,2117,4169,1.0,0.0,2.0,2.0,1.0,United States
2118,2118,4183,1.0,0.0,1.0,1.0,1.0,Nepal
2119,2119,4188,1.0,0.0,1.0,1.0,1.0,Nepal
2120,2120,4189,5.0,0.0,6.0,6.0,1.0,South Korea
2121,2121,4190,2.0,0.0,4.0,4.0,1.0,Greece
2122,2122,4191,3.0,0.0,3.0,4.0,0.75,Greece
2123,2123,4192,2.0,0.0,6.0,6.0,1.0,Greece
2124,2124,4193,2.0,0.0,2.0,2.0,1.0,Greece
2125,2125,4194,2.0,0.0,2.0,2.0,1.0,Greece
2126,2126,4195,2.0,0.0,2.0,2.0,1.0,Greece
2127,2127,4196,2.0,0.0,2.0,2.0,1.0,Greece
2128,2128,4197,6.0,0.0,6.0,6.0,1.0,Egypt
2129,2129,4198,1.0,0.0,38.0,38.0,1.0,Germany
2130,2130,4199,2.0,0.0,3.0,3.0,1.0,Philippines
2131,2131,4200,3.0,0.0,4.0,4.0,1.0,Philippines
2132,2132,4201,2.0,0.0,4.0,4.0,1.0,Philippines
2133,2133,4202,2.0,0.0,2.0,2.0,1.0,Philippines
2134,2134,4203,3.0,0.0,4.0,4.0,1.0,Philippines
2135,2135,4204,3.0,0.0,4.0,4.0,1.0,Philippines
2136,2136,4206,15.0,0.0,49.0,48.0,1.0208333333333333,Philippines
2137,2137,4209,4.0,0.0,11.0,10.0,1.1,Brazil
2138,2138,4214,4.0,0.0,7.0,7.0,1.0,Brazil
2139,2139,4215,2.0,0.0,2.0,2.0,1.0,Brazil
2140,2140,4216,4.0,0.0,7.0,7.0,1.0,United States
2141,2141,4217,1.0,0.0,1.0,2.0,0.5,Australia
2142,2142,4218,2.0,0.0,2.0,2.0,1.0,Australia
2143,2143,4219,1.0,0.0,1.0,1.0,1.0,United States
2144,2144,4235,1.0,0.0,2.0,2.0,1.0,Maldives
2145,2145,4237,1.0,0.0,2.0,2.0,1.0,Canada
2146,2146,4238,1.0,0.0,2.0,2.0,1.0,Canada
2147,2147,4239,1.0,0.0,2.0,2.0,1.0,Canada
2148,2148,4242,1.0,0.0,5.0,5.0,1.0,Vanuatu
2149,2149,4244,1.0,0.0,1.0,1.0,1.0,Canada
2150,2150,4247,2.0,0.0,5.0,5.0,1.0,Bolivia
2151,2151,4248,2.0,0.0,5.0,5.0,1.0,
2152,2152,4249,1.0,0.0,1.0,2.0,0.5,Netherlands Antilles
2153,2153,4250,1.0,0.0,1.0,1.0,1.0,United States
2154,2154,4252,1.0,0.0,4.0,3.0,1.3333333333333333,Norway
2155,2155,4255,3.0,0.0,3.0,3.0,1.0,United States
2156,2156,4256,2.0,0.0,2.0,2.0,1.0,United States
2157,2157,4261,2.0,0.0,2.0,2.0,1.0,United States
2158,2158,4263,1.0,0.0,1.0,1.0,1.0,United States
2159,2159,4264,1.0,0.0,1.0,1.0,1.0,
2160,2160,4265,1.0,0.0,4.0,4.0,1.0,United States
2161,2161,4271,2.0,0.0,2.0,2.0,1.0,United States
2162,2162,4273,3.0,0.0,3.0,3.0,1.0,United States
2163,2163,4274,8.0,0.0,18.0,18.0,1.0,Russia
2164,2164,4276,4.0,0.0,4.0,4.0,1.0,United States
2165,2165,4278,1.0,0.0,2.0,3.0,0.6666666666666666,United States
2166,2166,4279,2.0,0.0,9.0,9.0,1.0,
2167,2167,4284,1.0,0.0,2.0,2.0,1.0,United States
2168,2168,4285,5.0,0.0,6.0,15.0,0.4,United States
2169,2169,4286,6.0,0.0,9.0,10.0,0.9,United States
2170,2170,4287,1.0,0.0,1.0,1.0,1.0,United States
2171,2171,4291,3.0,0.0,5.0,5.0,1.0,Australia
2172,2172,4292,6.0,0.0,14.0,14.0,1.0,United States
2173,2173,4296,2.0,0.0,3.0,3.0,1.0,United States
2174,2174,4297,4.0,0.0,5.0,5.0,1.0,Russia
2175,2175,4300,1.0,0.0,1.0,1.0,1.0,Thailand
2176,2176,4301,8.0,0.0,16.0,16.0,1.0,China
2177,2177,4302,9.0,0.0,35.0,36.0,0.9722222222222222,China
2178,2178,4304,4.0,0.0,8.0,8.0,1.0,Guyana
2179,2179,4305,2.0,0.0,4.0,4.0,1.0,Paraguay
2180,2180,4306,1.0,0.0,1.0,1.0,1.0,Guyana
2181,2181,4308,5.0,0.0,7.0,7.0,1.0,China
2182,2182,4309,5.0,0.0,10.0,10.0,1.0,Italy
2183,2183,4312,2.0,0.0,4.0,4.0,1.0,Chile
2184,2184,4314,1.0,0.0,2.0,2.0,1.0,Cayman Islands
2185,2185,4315,10.0,0.0,31.0,32.0,0.96875,Turkey
2186,2186,4317,20.0,0.0,145.0,145.0,1.0,Turkey
2187,2187,4318,4.0,0.0,5.0,5.0,1.0,United States
2188,2188,4319,3.0,0.0,12.0,12.0,1.0,Australia
2189,2189,4320,4.0,0.0,8.0,8.0,1.0,Australia
2190,2190,4322,2.0,0.0,7.0,7.0,1.0,Austria
2191,2191,4325,1.0,0.0,7.0,9.0,0.7777777777777778,Norway
2192,2192,4326,1.0,0.0,3.0,2.0,1.5,Norway
2193,2193,4327,1.0,0.0,5.0,5.0,1.0,Norway
2194,2194,4328,1.0,0.0,7.0,7.0,1.0,Norway
2195,2195,4330,21.0,0.0,60.0,62.0,0.967741935483871,Iran
2196,2196,4331,12.0,0.0,65.0,63.0,1.0317460317460319,Iran
2197,2197,4335,1.0,0.0,1.0,1.0,1.0,United States
2198,2198,4336,0.0,0.0,0.0,5.0,0.0,United States
2199,2199,4338,1.0,0.0,1.0,1.0,1.0,United States
2200,2200,4339,1.0,0.0,1.0,1.0,1.0,United States
2201,2201,4341,3.0,0.0,6.0,4.0,1.5,United States
2202,2202,4344,2.0,0.0,2.0,2.0,1.0,United States
2203,2203,4345,1.0,0.0,4.0,4.0,1.0,Norway
2204,2204,4347,1.0,0.0,3.0,3.0,1.0,United Kingdom
2205,2205,4348,7.0,0.0,14.0,14.0,1.0,United States
2206,2206,4349,1.0,0.0,1.0,1.0,1.0,Norway
2207,2207,4350,1.0,0.0,4.0,4.0,1.0,Norway
2208,2208,4352,4.0,0.0,15.0,14.0,1.0714285714285714,Russia
2209,2209,4353,2.0,0.0,3.0,3.0,1.0,Russia
2210,2210,4354,2.0,0.0,2.0,2.0,1.0,United States
2211,2211,4355,7.0,0.0,13.0,13.0,1.0,United States
2212,2212,4356,9.0,0.0,24.0,24.0,1.0,United States
2213,2213,4357,4.0,0.0,10.0,10.0,1.0,Kazakhstan
2214,2214,4358,2.0,0.0,4.0,4.0,1.0,Kazakhstan
2215,2215,4359,5.0,0.0,11.0,11.0,1.0,United States
2216,2216,4362,3.0,0.0,9.0,9.0,1.0,Russia
2217,2217,4363,1.0,0.0,5.0,5.0,1.0,Russia
2218,2218,4364,10.0,0.0,16.0,16.0,1.0,Russia
2219,2219,4365,1.0,0.0,5.0,5.0,1.0,Russia
2220,2220,4367,4.0,0.0,21.0,21.0,1.0,Kazakhstan
2221,2221,4368,3.0,0.0,4.0,4.0,1.0,Russia
2222,2222,4369,2.0,0.0,2.0,2.0,1.0,Russia
2223,2223,4371,2.0,0.0,4.0,4.0,1.0,Russia
2224,2224,4373,1.0,0.0,1.0,1.0,1.0,Russia
2225,2225,4374,14.0,0.0,43.0,45.0,0.9555555555555556,Russia
2226,2226,4375,4.0,0.0,7.0,7.0,1.0,Kazakhstan
2227,2227,4377,2.0,0.0,3.0,3.0,1.0,Russia
2228,2228,4380,15.0,0.0,64.0,67.0,0.9552238805970149,China
2229,2229,4381,7.0,0.0,16.0,16.0,1.0,Japan
2230,2230,4384,1.0,0.0,3.0,3.0,1.0,United States
2231,2231,4385,2.0,0.0,2.0,2.0,1.0,
2232,2232,4386,5.0,0.0,7.0,7.0,1.0,United States
2233,2233,4388,2.0,0.0,2.0,2.0,1.0,United States
2234,2234,4389,1.0,0.0,2.0,3.0,0.6666666666666666,
2235,2235,5404,1.0,0.0,1.0,1.0,1.0,Solomon Islands
2236,2236,5407,1.0,0.0,2.0,1.0,2.0,Solomon Islands
2237,2237,5409,1.0,0.0,3.0,3.0,1.0,Solomon Islands
2238,2238,5410,1.0,0.0,1.0,1.0,1.0,Solomon Islands
2239,2239,5411,1.0,0.0,4.0,4.0,1.0,Solomon Islands
2240,2240,5412,1.0,0.0,4.0,5.0,0.8,Solomon Islands
2241,2241,5414,1.0,0.0,2.0,2.0,1.0,Solomon Islands
2242,2242,5415,1.0,0.0,1.0,1.0,1.0,Solomon Islands
2243,2243,5416,1.0,0.0,1.0,3.0,0.3333333333333333,Solomon Islands
2244,2244,5417,1.0,0.0,2.0,2.0,1.0,Solomon Islands
2245,2245,5418,1.0,0.0,2.0,2.0,1.0,Solomon Islands
2246,2246,5419,2.0,0.0,4.0,4.0,1.0,Papua New Guinea
2247,2247,5420,1.0,0.0,1.0,1.0,1.0,Papua New Guinea
2248,2248,5421,2.0,0.0,4.0,4.0,1.0,Papua New Guinea
2249,2249,5422,2.0,0.0,6.0,5.0,1.2,Papua New Guinea
2250,2250,5423,2.0,0.0,5.0,5.0,1.0,Papua New Guinea
2251,2251,5424,2.0,0.0,6.0,6.0,1.0,Papua New Guinea
2252,2252,5425,2.0,0.0,5.0,4.0,1.25,Papua New Guinea
2253,2253,5428,2.0,0.0,4.0,4.0,1.0,Papua New Guinea
2254,2254,5429,1.0,0.0,1.0,1.0,1.0,Papua New Guinea
2255,2255,5430,2.0,0.0,5.0,5.0,1.0,Papua New Guinea
2256,2256,5431,2.0,0.0,3.0,3.0,1.0,Papua New Guinea
2257,2257,5432,2.0,0.0,2.0,2.0,1.0,Papua New Guinea
2258,2258,5433,2.0,0.0,3.0,3.0,1.0,Papua New Guinea
2259,2259,5434,2.0,0.0,4.0,4.0,1.0,Papua New Guinea
2260,2260,5435,2.0,0.0,13.0,12.0,1.0833333333333333,Papua New Guinea
2261,2261,5436,1.0,0.0,3.0,3.0,1.0,Papua New Guinea
2262,2262,5437,1.0,0.0,1.0,1.0,1.0,Papua New Guinea
2263,2263,5438,1.0,0.0,2.0,2.0,1.0,Greenland
2264,2264,5439,1.0,0.0,2.0,2.0,1.0,Greenland
2265,2265,5440,1.0,0.0,2.0,2.0,1.0,Greenland
2266,2266,5442,1.0,0.0,4.0,4.0,1.0,Greenland
2267,2267,5443,1.0,0.0,2.0,2.0,1.0,Greenland
2268,2268,5444,1.0,0.0,2.0,2.0,1.0,Greenland
2269,2269,5445,1.0,0.0,2.0,2.0,1.0,Greenland
2270,2270,5446,1.0,0.0,2.0,2.0,1.0,Greenland
2271,2271,5447,1.0,0.0,3.0,3.0,1.0,Greenland
2272,2272,5448,1.0,0.0,2.0,2.0,1.0,Greenland
2273,2273,5449,1.0,0.0,2.0,2.0,1.0,Greenland
2274,2274,5454,2.0,0.0,6.0,6.0,1.0,
2275,2275,5455,2.0,0.0,2.0,3.0,0.6666666666666666,
2276,2276,5457,1.0,0.0,1.0,1.0,1.0,Canada
2277,2277,5461,1.0,0.0,2.0,2.0,1.0,Canada
2278,2278,5463,1.0,0.0,1.0,1.0,1.0,Canada
2279,2279,5464,1.0,0.0,1.0,1.0,1.0,Canada
2280,2280,5465,1.0,0.0,2.0,3.0,0.6666666666666666,Canada
2281,2281,5466,1.0,0.0,3.0,2.0,1.5,Canada
2282,2282,5467,1.0,0.0,2.0,2.0,1.0,Canada
2283,2283,5468,1.0,0.0,4.0,4.0,1.0,Canada
2284,2284,5469,1.0,0.0,2.0,2.0,1.0,Canada
2285,2285,5470,1.0,0.0,1.0,1.0,1.0,Canada
2286,2286,5471,1.0,0.0,2.0,2.0,1.0,Canada
2287,2287,5472,1.0,0.0,4.0,4.0,1.0,Canada
2288,2288,5473,1.0,0.0,2.0,2.0,1.0,Canada
2289,2289,5474,1.0,0.0,2.0,2.0,1.0,Canada
2290,2290,5475,5.0,0.0,18.0,18.0,1.0,
2291,2291,5477,1.0,0.0,1.0,1.0,1.0,
2292,2292,5478,1.0,0.0,2.0,2.0,1.0,Canada
2293,2293,5479,1.0,0.0,2.0,3.0,0.6666666666666666,Canada
2294,2294,5480,1.0,0.0,2.0,2.0,1.0,Canada
2295,2295,5481,1.0,0.0,3.0,3.0,1.0,Canada
2296,2296,5482,1.0,0.0,2.0,2.0,1.0,Canada
2297,2297,5485,2.0,0.0,3.0,3.0,1.0,Canada
2298,2298,5487,3.0,0.0,6.0,6.0,1.0,Canada
2299,2299,5488,2.0,0.0,2.0,2.0,1.0,Canada
2300,2300,5489,1.0,0.0,3.0,2.0,1.5,Canada
2301,2301,5490,1.0,0.0,2.0,2.0,1.0,Canada
2302,2302,5491,1.0,0.0,3.0,3.0,1.0,Canada
2303,2303,5492,2.0,0.0,4.0,4.0,1.0,Canada
2304,2304,5495,2.0,0.0,5.0,5.0,1.0,Canada
2305,2305,5496,2.0,0.0,7.0,7.0,1.0,Canada
2306,2306,5497,1.0,0.0,2.0,2.0,1.0,Canada
2307,2307,5498,1.0,0.0,1.0,1.0,1.0,Canada
2308,2308,5499,1.0,0.0,2.0,2.0,1.0,Canada
2309,2309,5500,1.0,0.0,1.0,1.0,1.0,Canada
2310,2310,5501,1.0,0.0,2.0,2.0,1.0,Canada
2311,2311,5502,2.0,0.0,2.0,2.0,1.0,Canada
2312,2312,5503,1.0,0.0,3.0,3.0,1.0,Canada
2313,2313,5504,1.0,0.0,2.0,2.0,1.0,Canada
2314,2314,5506,1.0,0.0,2.0,2.0,1.0,Canada
2315,2315,5507,1.0,0.0,6.0,6.0,1.0,Canada
2316,2316,5508,1.0,0.0,3.0,3.0,1.0,Canada
2317,2317,5509,1.0,0.0,1.0,1.0,1.0,Canada
2318,2318,5510,1.0,0.0,2.0,2.0,1.0,Canada
2319,2319,5511,1.0,0.0,1.0,1.0,1.0,Canada
2320,2320,5512,1.0,0.0,1.0,1.0,1.0,Canada
2321,2321,5514,1.0,0.0,3.0,3.0,1.0,Canada
2322,2322,5515,1.0,0.0,3.0,3.0,1.0,Canada
2323,2323,5516,1.0,0.0,2.0,2.0,1.0,Canada
2324,2324,5520,1.0,0.0,3.0,4.0,0.75,Canada
2325,2325,5521,1.0,0.0,5.0,2.0,2.5,Canada
2326,2326,5522,1.0,0.0,1.0,1.0,1.0,Canada
2327,2327,5523,1.0,0.0,1.0,1.0,1.0,Canada
2328,2328,5524,2.0,0.0,5.0,5.0,1.0,Canada
2329,2329,5526,1.0,0.0,1.0,1.0,1.0,Canada
2330,2330,5527,2.0,0.0,7.0,9.0,0.7777777777777778,Canada
2331,2331,5529,2.0,0.0,3.0,3.0,1.0,Canada
2332,2332,5531,1.0,0.0,4.0,5.0,0.8,Canada
2333,2333,5532,1.0,0.0,1.0,2.0,0.5,Canada
2334,2334,5533,1.0,0.0,2.0,2.0,1.0,Canada
2335,2335,5534,3.0,0.0,5.0,6.0,0.8333333333333334,Canada
2336,2336,5535,1.0,0.0,2.0,2.0,1.0,Canada
2337,2337,5538,1.0,0.0,1.0,2.0,0.5,Canada
2338,2338,5539,1.0,0.0,2.0,2.0,1.0,Canada
2339,2339,5543,1.0,0.0,2.0,2.0,1.0,Canada
2340,2340,5544,1.0,0.0,4.0,4.0,1.0,Canada
2341,2341,5545,1.0,0.0,1.0,1.0,1.0,Canada
2342,2342,5546,1.0,0.0,2.0,2.0,1.0,Canada
2343,2343,5547,1.0,0.0,2.0,3.0,0.6666666666666666,Canada
2344,2344,5548,1.0,0.0,3.0,3.0,1.0,Canada
2345,2345,5550,1.0,0.0,2.0,2.0,1.0,Canada
2346,2346,5552,1.0,0.0,4.0,4.0,1.0,Algeria
2347,2347,5553,1.0,0.0,1.0,1.0,1.0,Algeria
2348,2348,5554,1.0,0.0,1.0,1.0,1.0,Algeria
2349,2349,5555,1.0,0.0,1.0,1.0,1.0,Algeria
2350,2350,5556,4.0,0.0,4.0,4.0,1.0,Ghana
2351,2351,5557,1.0,0.0,5.0,5.0,1.0,Germany
2352,2352,5562,4.0,0.0,9.0,9.0,1.0,United Kingdom
2353,2353,5563,1.0,0.0,1.0,1.0,1.0,United Kingdom
2354,2354,5564,1.0,0.0,1.0,2.0,0.5,United Kingdom
2355,2355,5566,1.0,0.0,4.0,2.0,2.0,United Kingdom
2356,2356,5567,1.0,0.0,3.0,3.0,1.0,United Kingdom
2357,2357,5568,1.0,0.0,2.0,2.0,1.0,United Kingdom
2358,2358,5569,1.0,0.0,2.0,3.0,0.6666666666666666,United Kingdom
2359,2359,5571,1.0,0.0,2.0,2.0,1.0,United Kingdom
2360,2360,5572,1.0,0.0,1.0,1.0,1.0,United Kingdom
2361,2361,5574,1.0,0.0,1.0,1.0,1.0,United Kingdom
2362,2362,5575,1.0,0.0,1.0,1.0,1.0,United Kingdom
2363,2363,5577,1.0,0.0,2.0,2.0,1.0,Ireland
2364,2364,5580,1.0,0.0,3.0,3.0,1.0,Norway
2365,2365,5581,1.0,0.0,3.0,3.0,1.0,Norway
2366,2366,5582,1.0,0.0,4.0,5.0,0.8,Norway
2367,2367,5583,1.0,0.0,3.0,3.0,1.0,Norway
2368,2368,5584,1.0,0.0,2.0,2.0,1.0,Norway
2369,2369,5585,1.0,0.0,2.0,2.0,1.0,Norway
2370,2370,5586,1.0,0.0,4.0,4.0,1.0,Norway
2371,2371,5587,1.0,0.0,3.0,3.0,1.0,Norway
2372,2372,5588,1.0,0.0,2.0,3.0,0.6666666666666666,Norway
2373,2373,5589,1.0,0.0,3.0,3.0,1.0,Norway
2374,2374,5591,1.0,0.0,3.0,3.0,1.0,Poland
2375,2375,5593,3.0,0.0,3.0,3.0,1.0,Sweden
2376,2376,5594,1.0,0.0,2.0,2.0,1.0,Sweden
2377,2377,5595,2.0,0.0,2.0,2.0,1.0,Sweden
2378,2378,5596,1.0,0.0,2.0,2.0,1.0,Sweden
2379,2379,5597,3.0,0.0,3.0,3.0,1.0,Sweden
2380,2380,5599,2.0,0.0,2.0,2.0,1.0,Sweden
2381,2381,5601,1.0,0.0,1.0,1.0,1.0,
2382,2382,5604,1.0,0.0,4.0,4.0,1.0,South Africa
2383,2383,5612,1.0,0.0,1.0,1.0,1.0,Zambia
2384,2384,5613,1.0,0.0,2.0,2.0,1.0,Zambia
2385,2385,5630,1.0,0.0,2.0,2.0,1.0,Angola
2386,2386,5632,1.0,0.0,6.0,6.0,1.0,Angola
2387,2387,5633,1.0,0.0,1.0,1.0,1.0,Angola
2388,2388,5637,1.0,0.0,1.0,1.0,1.0,Mozambique
2389,2389,5641,1.0,0.0,1.0,1.0,1.0,Namibia
2390,2390,5642,1.0,0.0,1.0,1.0,1.0,Namibia
2391,2391,5643,1.0,0.0,1.0,1.0,1.0,Namibia
2392,2392,5645,1.0,0.0,3.0,3.0,1.0,Namibia
2393,2393,5652,1.0,0.0,2.0,2.0,1.0,Congo (Kinshasa)
2394,2394,5653,1.0,0.0,1.0,0.0,inf,Congo (Kinshasa)
2395,2395,5659,1.0,0.0,1.0,1.0,1.0,Spain
2396,2396,5665,4.0,0.0,7.0,7.0,1.0,Guinea-Bissau
2397,2397,5670,2.0,0.0,3.0,3.0,1.0,Western Sahara
2398,2398,5671,3.0,0.0,3.0,3.0,1.0,Morocco
2399,2399,5672,3.0,0.0,4.0,4.0,1.0,Western Sahara
2400,2400,5673,6.0,0.0,18.0,18.0,1.0,Morocco
2401,2401,5674,6.0,0.0,17.0,17.0,1.0,Cape Verde
2402,2402,5675,1.0,0.0,1.0,1.0,1.0,Cape Verde
2403,2403,5680,1.0,0.0,1.0,1.0,1.0,Ethiopia
2404,2404,5686,2.0,0.0,4.0,4.0,1.0,Somalia
2405,2405,5687,7.0,0.0,10.0,14.0,0.7142857142857143,Somalia
2406,2406,5688,2.0,0.0,4.0,4.0,1.0,Somalia
2407,2407,5691,5.0,0.0,6.0,6.0,1.0,Egypt
2408,2408,5692,2.0,0.0,2.0,1.0,2.0,Kenya
2409,2409,5693,1.0,0.0,1.0,1.0,1.0,Kenya
2410,2410,5694,4.0,0.0,5.0,5.0,1.0,Kenya
2411,2411,5695,2.0,0.0,4.0,4.0,1.0,Kenya
2412,2412,5696,1.0,0.0,2.0,2.0,1.0,Libya
2413,2413,5697,2.0,0.0,4.0,5.0,0.8,Libya
2414,2414,5699,2.0,0.0,3.0,3.0,1.0,Libya
2415,2415,5701,2.0,0.0,2.0,2.0,1.0,Sudan
2416,2416,5702,3.0,0.0,5.0,5.0,1.0,Sudan
2417,2417,5703,1.0,0.0,1.0,1.0,1.0,Tanzania
2418,2418,5709,1.0,0.0,1.0,1.0,1.0,Uganda
2419,2419,5711,2.0,0.0,2.0,2.0,1.0,India
2420,2420,5712,5.0,0.0,8.0,8.0,1.0,
2421,2421,5714,1.0,0.0,1.0,1.0,1.0,United States
2422,2422,5715,4.0,0.0,4.0,4.0,1.0,United States
2423,2423,5716,1.0,0.0,1.0,1.0,1.0,United States
2424,2424,5718,2.0,0.0,2.0,2.0,1.0,United States
2425,2425,5719,1.0,0.0,1.0,1.0,1.0,United States
2426,2426,5720,1.0,0.0,2.0,2.0,1.0,United States
2427,2427,5721,2.0,0.0,3.0,3.0,1.0,United States
2428,2428,5722,1.0,0.0,2.0,2.0,1.0,United States
2429,2429,5723,1.0,0.0,1.0,1.0,1.0,United States
2430,2430,5724,1.0,0.0,2.0,1.0,2.0,United States
2431,2431,5725,3.0,0.0,3.0,3.0,1.0,United States
2432,2432,5726,1.0,0.0,2.0,2.0,1.0,United States
2433,2433,5727,1.0,0.0,2.0,2.0,1.0,United States
2434,2434,5728,1.0,0.0,1.0,1.0,1.0,United States
2435,2435,5729,1.0,0.0,1.0,1.0,1.0,United States
2436,2436,5730,2.0,0.0,3.0,2.0,1.5,United States
2437,2437,5731,1.0,0.0,1.0,1.0,1.0,United States
2438,2438,5732,1.0,0.0,1.0,1.0,1.0,United States
2439,2439,5733,3.0,0.0,6.0,4.0,1.5,United States
2440,2440,5734,1.0,0.0,2.0,2.0,1.0,United States
2441,2441,5735,1.0,0.0,1.0,1.0,1.0,United States
2442,2442,5736,1.0,0.0,1.0,1.0,1.0,United States
2443,2443,5737,1.0,0.0,3.0,2.0,1.5,United States
2444,2444,5738,6.0,0.0,8.0,8.0,1.0,United States
2445,2445,5739,1.0,0.0,1.0,1.0,1.0,United States
2446,2446,5740,3.0,0.0,4.0,4.0,1.0,United States
2447,2447,5741,1.0,0.0,2.0,2.0,1.0,United States
2448,2448,5742,3.0,0.0,5.0,5.0,1.0,United States
2449,2449,5744,1.0,0.0,1.0,1.0,1.0,United States
2450,2450,5746,1.0,0.0,1.0,1.0,1.0,United States
2451,2451,5747,1.0,0.0,3.0,3.0,1.0,United States
2452,2452,5748,1.0,0.0,1.0,1.0,1.0,United States
2453,2453,5749,1.0,0.0,2.0,2.0,1.0,United States
2454,2454,5750,1.0,0.0,2.0,2.0,1.0,United States
2455,2455,5751,1.0,0.0,1.0,1.0,1.0,United States
2456,2456,5753,2.0,0.0,2.0,2.0,1.0,United States
2457,2457,5754,1.0,0.0,1.0,1.0,1.0,United States
2458,2458,5756,1.0,0.0,1.0,1.0,1.0,United States
2459,2459,5757,2.0,0.0,2.0,2.0,1.0,United States
2460,2460,5758,2.0,0.0,2.0,2.0,1.0,United States
2461,2461,5759,1.0,0.0,1.0,1.0,1.0,United States
2462,2462,5760,1.0,0.0,1.0,1.0,1.0,United States
2463,2463,5761,3.0,0.0,8.0,8.0,1.0,United States
2464,2464,5762,1.0,0.0,1.0,1.0,1.0,United States
2465,2465,5763,1.0,0.0,1.0,1.0,1.0,United States
2466,2466,5765,1.0,0.0,2.0,2.0,1.0,United States
2467,2467,5766,2.0,0.0,3.0,3.0,1.0,United States
2468,2468,5767,1.0,0.0,1.0,1.0,1.0,United States
2469,2469,5768,3.0,0.0,4.0,4.0,1.0,United States
2470,2470,5769,1.0,0.0,1.0,1.0,1.0,United States
2471,2471,5770,1.0,0.0,1.0,1.0,1.0,United States
2472,2472,5771,1.0,0.0,1.0,1.0,1.0,United States
2473,2473,5772,2.0,0.0,2.0,2.0,1.0,United States
2474,2474,5773,1.0,0.0,2.0,2.0,1.0,United States
2475,2475,5774,1.0,0.0,1.0,1.0,1.0,United States
2476,2476,5775,1.0,0.0,1.0,1.0,1.0,United States
2477,2477,5776,3.0,0.0,3.0,3.0,1.0,United States
2478,2478,5777,3.0,0.0,3.0,3.0,1.0,United States
2479,2479,5779,1.0,0.0,1.0,1.0,1.0,United States
2480,2480,5780,4.0,0.0,14.0,14.0,1.0,Cyprus
2481,2481,5781,1.0,0.0,1.0,1.0,1.0,Spain
2482,2482,5787,2.0,0.0,2.0,2.0,1.0,Greece
2483,2483,5793,1.0,0.0,2.0,2.0,1.0,Portugal
2484,2484,5794,2.0,0.0,3.0,3.0,1.0,Bosnia and Herzegovina
2485,2485,5796,1.0,0.0,3.0,3.0,1.0,Turkey
2486,2486,5798,2.0,0.0,3.0,3.0,1.0,Turkey
2487,2487,5799,1.0,0.0,2.0,2.0,1.0,Turkey
2488,2488,5800,1.0,0.0,2.0,2.0,1.0,Turkey
2489,2489,5801,1.0,0.0,1.0,1.0,1.0,Turkey
2490,2490,5802,1.0,0.0,1.0,1.0,1.0,Turkey
2491,2491,5804,5.0,0.0,12.0,12.0,1.0,
2492,2492,5805,1.0,0.0,1.0,1.0,1.0,
2493,2493,5807,2.0,0.0,4.0,4.0,1.0,Turks and Caicos Islands
2494,2494,5809,1.0,0.0,1.0,1.0,1.0,Turks and Caicos Islands
2495,2495,5810,5.0,0.0,6.0,6.0,1.0,Dominican Republic
2496,2496,5811,2.0,0.0,3.0,3.0,1.0,Dominican Republic
2497,2497,5832,2.0,0.0,2.0,2.0,1.0,Honduras
2498,2498,5837,2.0,0.0,2.0,2.0,1.0,Mexico
2499,2499,5840,1.0,0.0,1.0,1.0,1.0,Panama
2500,2500,5842,1.0,0.0,1.0,1.0,1.0,Costa Rica
2501,2501,5844,3.0,0.0,4.0,4.0,1.0,Costa Rica
2502,2502,5847,3.0,0.0,4.0,4.0,1.0,Costa Rica
